year,month,day,hour,minute,second,flow_mm_day
1995,12,22,0,0,0,0.592364
1995,12,23,0,0,0,3.156
1995,12,24,0,0,0,2.395
1995,12,25,0,0,0,1.292
1995,12,26,0,0,0,0.872
1995,12,27,0,0,0,0.704348
1995,12,28,0,0,0,0.627
1995,12,29,0,0,0,0.538435
1995,12,30,0,0,0,0.558857
1995,12,31,0,0,0,0.504
1996,1,1,0,0,0,0.540706
1996,1,2,0,0,0,0.644
1996,1,3,0,0,0,0.64
1996,1,4,0,0,0,0.786286
1996,1,5,0,0,0,1.292727
1996,1,6,0,0,0,2.030857
1996,1,7,0,0,0,2.257
1996,1,8,0,0,0,3.272
1996,1,9,0,0,0,3.423
1996,1,10,0,0,0,2.634
1996,1,11,0,0,0,1.56
1996,1,12,0,0,0,1.722783
1996,1,13,0,0,0,2.189
1996,1,14,0,0,0,3.18
1996,1,15,0,0,0,1.685
1996,1,16,0,0,0,1.217
1996,1,17,0,0,0,1.029
1996,1,18,0,0,0,0.921391
1996,1,19,0,0,0,0.837
1996,1,20,0,0,0,0.786667
1996,1,21,0,0,0,0.785143
1996,1,22,0,0,0,0.7452
1996,1,23,0,0,0,0.699429
1996,1,24,0,0,0,0.652571
1996,1,25,0,0,0,0.601091
1996,1,26,0,0,0,0.553333
1996,1,27,0,0,0,0.528
1996,1,28,0,0,0,0.528
1996,1,29,0,0,0,0.528
1996,1,30,0,0,0,0.537
1996,1,31,0,0,0,0.602
1996,2,1,0,0,0,0.6704
1996,2,2,0,0,0,0.651692
1996,2,3,0,0,0,0.664
1996,2,4,0,0,0,0.816
1996,2,5,0,0,0,0.818
1996,2,6,0,0,0,0.705391
1996,2,7,0,0,0,0.6165
1996,2,8,0,0,0,0.549913
1996,2,9,0,0,0,0.560842
1996,2,10,0,0,0,1.454
1996,2,11,0,0,0,3.486
1996,2,12,0,0,0,5.778
1996,2,13,0,0,0,7.412
1996,2,14,0,0,0,5.683
1996,2,15,0,0,0,3.534
1996,2,16,0,0,0,3.523
1996,2,17,0,0,0,4.322
1996,2,18,0,0,0,3.074
1996,2,19,0,0,0,3.169
1996,2,20,0,0,0,1.76
1996,2,21,0,0,0,1.375
1996,2,22,0,0,0,1.339429
1996,2,23,0,0,0,2.178
1996,2,24,0,0,0,2.228
1996,2,25,0,0,0,3.202
1996,2,26,0,0,0,2.314
1996,2,27,0,0,0,1.582
1996,2,28,0,0,0,1.325
1996,2,29,0,0,0,1.1808
1996,3,1,0,0,0,1.1112
1996,3,2,0,0,0,1.204364
1996,3,3,0,0,0,1.555
1996,3,4,0,0,0,1.720696
1996,3,5,0,0,0,1.438
1996,3,6,0,0,0,1.13
1996,3,7,0,0,0,1.001739
1996,3,8,0,0,0,0.9776
1996,3,9,0,0,0,0.900706
1996,3,10,0,0,0,0.822857
1996,3,11,0,0,0,0.779294
1996,3,12,0,0,0,0.826667
1996,3,13,0,0,0,0.848471
1996,3,14,0,0,0,0.7836
1996,3,15,0,0,0,0.78
1996,3,16,0,0,0,0.826909
1996,3,17,0,0,0,1.060571
1996,3,18,0,0,0,1.142118
1996,3,19,0,0,0,1.085143
1996,3,20,0,0,0,1.116706
1996,3,21,0,0,0,1.089
1996,3,22,0,0,0,1.193739
1996,3,23,0,0,0,1.42
1996,3,24,0,0,0,1.405565
1996,3,25,0,0,0,1.373714
1996,3,26,0,0,0,1.178526
1996,3,27,0,0,0,1.036174
1996,3,28,0,0,0,0.925714
1996,3,29,0,0,0,0.857684
1996,3,30,0,0,0,0.795
1996,3,31,0,0,0,0.726316
1996,4,1,0,0,0,0.6825
1996,4,2,0,0,0,0.640941
1996,4,3,0,0,0,0.6064
1996,4,4,0,0,0,0.578
1996,4,5,0,0,0,0.56
1996,4,6,0,0,0,0.5552
1996,4,7,0,0,0,0.548211
1996,4,8,0,0,0,0.528
1996,4,9,0,0,0,0.5232
1996,4,10,0,0,0,0.589714
1996,4,11,0,0,0,0.557714
1996,4,12,0,0,0,0.528
1996,4,13,0,0,0,0.519429
1996,4,14,0,0,0,0.488
1996,4,15,0,0,0,0.4584
1996,4,16,0,0,0,0.4608
1996,4,17,0,0,0,0.48
1996,4,18,0,0,0,0.483789
1996,4,19,0,0,0,0.751579
1996,4,20,0,0,0,0.658
1996,4,21,0,0,0,0.519652
1996,4,22,0,0,0,0.471529
1996,4,23,0,0,0,0.52
1996,4,24,0,0,0,1.29
1996,4,25,0,0,0,1.148727
1996,4,26,0,0,0,0.962286
1996,4,27,0,0,0,0.745
1996,4,28,0,0,0,0.657818
1996,4,29,0,0,0,0.576
1996,4,30,0,0,0,0.5364
1996,5,1,0,0,0,0.621818
1996,5,2,0,0,0,2.18
1996,5,3,0,0,0,2.324
1996,5,4,0,0,0,1.128
1996,5,5,0,0,0,0.816
1996,5,6,0,0,0,0.688364
1996,5,7,0,0,0,0.609391
1996,5,8,0,0,0,0.554286
1996,5,9,0,0,0,0.515077
1996,5,10,0,0,0,0.482526
1996,5,11,0,0,0,0.492
1996,5,12,0,0,0,0.5408
1996,5,13,0,0,0,0.620211
1996,5,14,0,0,0,0.592364
1996,5,15,0,0,0,0.499826
1996,5,16,0,0,0,0.4592
1996,5,17,0,0,0,0.432
1996,5,18,0,0,0,0.432
1996,5,19,0,0,0,0.432
1996,5,20,0,0,0,0.434667
1996,5,21,0,0,0,0.5124
1996,5,22,0,0,0,0.502
1996,5,23,0,0,0,0.597176
1996,5,24,0,0,0,0.77
1996,5,25,0,0,0,0.597714
1996,5,26,0,0,0,0.484174
1996,5,27,0,0,0,0.516706
1996,5,28,0,0,0,0.841
1996,5,29,0,0,0,0.584
1996,5,30,0,0,0,0.708
1996,5,31,0,0,0,0.789818
1996,6,1,0,0,0,0.634
1996,6,2,0,0,0,0.493565
1996,6,3,0,0,0,0.470609
1996,6,4,0,0,0,0.408
1996,6,5,0,0,0,0.402
1996,6,6,0,0,0,0.377333
1996,6,7,0,0,0,0.36
1996,6,8,0,0,0,0.449739
1996,6,9,0,0,0,0.378783
1996,6,10,0,0,0,0.336
1996,6,11,0,0,0,0.316
1996,6,12,0,0,0,0.3216
1996,6,13,0,0,0,0.312
1996,6,14,0,0,0,0.296571
1996,6,15,0,0,0,0.282667
1996,6,16,0,0,0,0.264
1996,6,17,0,0,0,0.264
1996,6,18,0,0,0,0.252
1996,6,19,0,0,0,0.24
1996,6,20,0,0,0,0.24
1996,6,21,0,0,0,0.24
1996,6,22,0,0,0,0.24
1996,6,23,0,0,0,0.24
1996,6,24,0,0,0,0.233455
1996,6,25,0,0,0,0.216
1996,6,26,0,0,0,0.216
1996,6,27,0,0,0,0.234353
1996,6,28,0,0,0,0.246316
1996,6,29,0,0,0,0.262857
1996,6,30,0,0,0,0.24
1996,7,1,0,0,0,0.252632
1996,7,2,0,0,0,0.282783
1996,7,3,0,0,0,0.271
1996,7,4,0,0,0,0.354783
1996,7,5,0,0,0,0.809
1996,7,6,0,0,0,0.53
1996,7,7,0,0,0,0.358
1996,7,8,0,0,0,0.339
1996,7,9,0,0,0,0.305333
1996,7,10,0,0,0,0.274909
1996,7,11,0,0,0,0.246
1996,7,12,0,0,0,0.24
1996,7,13,0,0,0,0.222
1996,7,14,0,0,0,0.216
1996,7,15,0,0,0,0.208941
1996,7,16,0,0,0,0.192
1996,7,17,0,0,0,0.192
1996,7,18,0,0,0,0.192
1996,7,19,0,0,0,0.188
1996,7,20,0,0,0,0.171692
1996,7,21,0,0,0,0.168
1996,7,22,0,0,0,0.168
1996,7,23,0,0,0,0.16
1996,7,24,0,0,0,0.216
1996,7,25,0,0,0,0.234
1996,7,26,0,0,0,0.192
1996,7,27,0,0,0,0.192
1996,7,28,0,0,0,0.168
1996,7,29,0,0,0,0.192
1996,7,30,0,0,0,0.192
1996,7,31,0,0,0,0.213714
1996,8,1,0,0,0,0.205565
1996,8,2,0,0,0,0.192
1996,8,3,0,0,0,0.189
1996,8,4,0,0,0,0.168
1996,8,5,0,0,0,0.168
1996,8,6,0,0,0,0.177882
1996,8,7,0,0,0,0.210783
1996,8,8,0,0,0,0.209455
1996,8,9,0,0,0,0.198667
1996,8,10,0,0,0,0.213
1996,8,11,0,0,0,0.266286
1996,8,12,0,0,0,0.353
1996,8,13,0,0,0,0.271
1996,8,14,0,0,0,0.227
1996,8,15,0,0,0,0.202286
1996,8,16,0,0,0,0.192
1996,8,17,0,0,0,0.180706
1996,8,18,0,0,0,0.168
1996,8,19,0,0,0,0.168
1996,8,20,0,0,0,0.168
1996,8,21,0,0,0,0.168
1996,8,22,0,0,0,0.181091
1996,8,23,0,0,0,0.2136
1996,8,24,0,0,0,0.218526
1996,8,25,0,0,0,0.305
1996,8,26,0,0,0,0.276
1996,8,27,0,0,0,0.475826
1996,8,28,0,0,0,1.17
1996,8,29,0,0,0,0.889
1996,8,30,0,0,0,0.618
1996,8,31,0,0,0,0.415
1996,9,1,0,0,0,0.334
1996,9,2,0,0,0,0.298909
1996,9,3,0,0,0,0.3015
1996,9,4,0,0,0,0.288
1996,9,5,0,0,0,0.264
1996,9,6,0,0,0,0.248348
1996,9,7,0,0,0,0.231529
1996,9,8,0,0,0,0.216
1996,9,9,0,0,0,0.216
1996,9,10,0,0,0,0.1932
1996,9,11,0,0,0,0.192
1996,9,12,0,0,0,0.192
1996,9,13,0,0,0,0.192
1996,9,14,0,0,0,0.1776
1996,9,15,0,0,0,0.168
1996,9,16,0,0,0,0.168
1996,9,17,0,0,0,0.168
1996,9,18,0,0,0,0.168
1996,9,19,0,0,0,0.168
1996,9,20,0,0,0,0.168
1996,9,21,0,0,0,0.168
1996,9,22,0,0,0,0.168
1996,9,23,0,0,0,0.168
1996,9,24,0,0,0,0.168
1996,9,25,0,0,0,0.168
1996,9,26,0,0,0,0.168
1996,9,27,0,0,0,0.168
1996,9,28,0,0,0,0.172571
1996,9,29,0,0,0,0.414
1996,9,30,0,0,0,1.891
1996,10,1,0,0,0,0.811
1996,10,2,0,0,0,0.452
1996,10,3,0,0,0,0.336
1996,10,4,0,0,0,0.612
1996,10,5,0,0,0,0.841
1996,10,6,0,0,0,0.581
1996,10,7,0,0,0,0.394
1996,10,8,0,0,0,0.342545
1996,10,9,0,0,0,0.312
1996,10,10,0,0,0,0.288
1996,10,11,0,0,0,0.261
1996,10,12,0,0,0,0.24
1996,10,13,0,0,0,0.226667
1996,10,14,0,0,0,0.216
1996,10,15,0,0,0,0.216
1996,10,16,0,0,0,0.244571
1996,10,17,0,0,0,0.462
1996,10,18,0,0,0,0.486
1996,10,19,0,0,0,0.464
1996,10,20,0,0,0,0.595
1996,10,21,0,0,0,0.511
1996,10,22,0,0,0,0.623
1996,10,23,0,0,0,0.405
1996,10,24,0,0,0,0.344
1996,10,25,0,0,0,0.3312
1996,10,26,0,0,0,0.394
1996,10,27,0,0,0,2.031
1996,10,28,0,0,0,2.631
1996,10,29,0,0,0,1.992
1996,10,30,0,0,0,1.109
1996,10,31,0,0,0,0.643
1996,11,1,0,0,0,0.802
1996,11,2,0,0,0,0.89
1996,11,3,0,0,0,1.4
1996,11,4,0,0,0,1.214
1996,11,5,0,0,0,2.12
1996,11,6,0,0,0,3.018
1996,11,7,0,0,0,3.69
1996,11,8,0,0,0,1.606
1996,11,9,0,0,0,1.008
1996,11,10,0,0,0,0.96
1996,11,11,0,0,0,0.751
1996,11,12,0,0,0,1.983
1996,11,13,0,0,0,3.136
1996,11,14,0,0,0,1.132
1996,11,15,0,0,0,0.853
1996,11,16,0,0,0,0.71687
1996,11,17,0,0,0,0.643826
1996,11,18,0,0,0,0.807
1996,11,19,0,0,0,0.704348
1996,11,20,0,0,0,0.698
1996,11,21,0,0,0,0.879
1996,11,22,0,0,0,0.689455
1996,11,23,0,0,0,0.712696
1996,11,24,0,0,0,0.643826
1996,11,25,0,0,0,0.637565
1996,11,26,0,0,0,1.921
1996,11,27,0,0,0,1.863
1996,11,28,0,0,0,1.049
1996,11,29,0,0,0,0.815
1996,11,30,0,0,0,1.218
1996,12,1,0,0,0,2.309
1996,12,2,0,0,0,3.683
1996,12,3,0,0,0,2.109
1996,12,4,0,0,0,2.805
1996,12,5,0,0,0,2.666
1996,12,6,0,0,0,1.534
1996,12,7,0,0,0,1.065
1996,12,8,0,0,0,0.871
1996,12,9,0,0,0,1.455
1996,12,10,0,0,0,1.263
1996,12,11,0,0,0,0.936
1996,12,12,0,0,0,0.81
1996,12,13,0,0,0,0.745143
1996,12,14,0,0,0,0.677
1996,12,15,0,0,0,0.619
1996,12,16,0,0,0,0.825
1996,12,17,0,0,0,0.81287
1996,12,18,0,0,0,0.712696
1996,12,19,0,0,0,2.05
1996,12,20,0,0,0,5.853
1996,12,21,0,0,0,3.333
1996,12,22,0,0,0,1.704
1996,12,23,0,0,0,1.207
1996,12,24,0,0,0,1.027
1996,12,25,0,0,0,0.885
1996,12,26,0,0,0,0.784696
1996,12,27,0,0,0,0.72
1996,12,28,0,0,0,0.708522
1996,12,29,0,0,0,0.747
1996,12,30,0,0,0,0.893
1996,12,31,0,0,0,1.139
1997,1,1,0,0,0,0.942
1997,1,2,0,0,0,0.802435
1997,1,3,0,0,0,0.744
1997,1,4,0,0,0,0.685
1997,1,5,0,0,0,0.633818
1997,1,6,0,0,0,0.6
1997,1,7,0,0,0,0.614857
1997,1,8,0,0,0,0.6264
1997,1,9,0,0,0,0.609143
1997,1,10,0,0,0,0.574857
1997,1,11,0,0,0,0.552
1997,1,12,0,0,0,1.091
1997,1,13,0,0,0,4.256
1997,1,14,0,0,0,2.015
1997,1,15,0,0,0,1.088
1997,1,16,0,0,0,0.828
1997,1,17,0,0,0,0.731
1997,1,18,0,0,0,0.681818
1997,1,19,0,0,0,0.686609
1997,1,20,0,0,0,0.636571
1997,1,21,0,0,0,0.592
1997,1,22,0,0,0,0.559304
1997,1,23,0,0,0,0.548727
1997,1,24,0,0,0,0.5244
1997,1,25,0,0,0,0.5264
1997,1,26,0,0,0,0.696
1997,1,27,0,0,0,0.581
1997,1,28,0,0,0,0.5208
1997,1,29,0,0,0,0.4944
1997,1,30,0,0,0,0.466667
1997,1,31,0,0,0,0.453176
1997,2,1,0,0,0,0.432
1997,2,2,0,0,0,0.448
1997,2,3,0,0,0,0.432
1997,2,4,0,0,0,1.63513
1997,2,5,0,0,0,4.537
1997,2,6,0,0,0,1.381
1997,2,7,0,0,0,1.325
1997,2,8,0,0,0,1.735
1997,2,9,0,0,0,0.927
1997,2,10,0,0,0,1.269
1997,2,11,0,0,0,3.539
1997,2,12,0,0,0,2.524
1997,2,13,0,0,0,4.104
1997,2,14,0,0,0,2.301
1997,2,15,0,0,0,1.221
1997,2,16,0,0,0,0.946
1997,2,17,0,0,0,1.783
1997,2,18,0,0,0,5.928
1997,2,19,0,0,0,6.225
1997,2,20,0,0,0,7.36
1997,2,21,0,0,0,9.342
1997,2,22,0,0,0,8.267
1997,2,23,0,0,0,3.968
1997,2,24,0,0,0,3.865
1997,2,25,0,0,0,4.004
1997,2,26,0,0,0,5.647
1997,2,27,0,0,0,3.822
1997,2,28,0,0,0,3.332
1997,3,1,0,0,0,3.615
1997,3,2,0,0,0,3.342
1997,3,3,0,0,0,4.567
1997,3,4,0,0,0,1.963
1997,3,5,0,0,0,1.453
1997,3,6,0,0,0,1.425
1997,3,7,0,0,0,1.326
1997,3,8,0,0,0,1.091
1997,3,9,0,0,0,0.966
1997,3,10,0,0,0,0.898
1997,3,11,0,0,0,0.874435
1997,3,12,0,0,0,0.806609
1997,3,13,0,0,0,0.758
1997,3,14,0,0,0,0.727
1997,3,15,0,0,0,0.821
1997,3,16,0,0,0,0.748
1997,3,17,0,0,0,0.686857
1997,3,18,0,0,0,0.661
1997,3,19,0,0,0,0.762
1997,3,20,0,0,0,0.792
1997,3,21,0,0,0,0.673
1997,3,22,0,0,0,0.611478
1997,3,23,0,0,0,0.6084
1997,3,24,0,0,0,0.905
1997,3,25,0,0,0,0.776348
1997,3,26,0,0,0,0.701
1997,3,27,0,0,0,1.059
1997,3,28,0,0,0,1.299
1997,3,29,0,0,0,1.051
1997,3,30,0,0,0,0.69
1997,3,31,0,0,0,0.581
1997,4,1,0,0,0,0.530087
1997,4,2,0,0,0,0.497
1997,4,3,0,0,0,0.476727
1997,4,4,0,0,0,0.445714
1997,4,5,0,0,0,0.450783
1997,4,6,0,0,0,0.440571
1997,4,7,0,0,0,0.469895
1997,4,8,0,0,0,0.4476
1997,4,9,0,0,0,0.426667
1997,4,10,0,0,0,0.408
1997,4,11,0,0,0,0.382
1997,4,12,0,0,0,0.36
1997,4,13,0,0,0,0.36
1997,4,14,0,0,0,0.36
1997,4,15,0,0,0,0.357176
1997,4,16,0,0,0,0.336
1997,4,17,0,0,0,0.336
1997,4,18,0,0,0,0.336
1997,4,19,0,0,0,0.334667
1997,4,20,0,0,0,0.314
1997,4,21,0,0,0,0.325333
1997,4,22,0,0,0,0.314182
1997,4,23,0,0,0,0.312
1997,4,24,0,0,0,0.312
1997,4,25,0,0,0,0.324632
1997,4,26,0,0,0,0.344471
1997,4,27,0,0,0,0.386087
1997,4,28,0,0,0,0.377455
1997,4,29,0,0,0,0.394
1997,4,30,0,0,0,0.496
1997,5,1,0,0,0,0.375273
1997,5,2,0,0,0,0.326609
1997,5,3,0,0,0,0.302182
1997,5,4,0,0,0,0.316174
1997,5,5,0,0,0,0.822
1997,5,6,0,0,0,3.859
1997,5,7,0,0,0,1.334
1997,5,8,0,0,0,0.786545
1997,5,9,0,0,0,0.919
1997,5,10,0,0,0,0.854
1997,5,11,0,0,0,0.832
1997,5,12,0,0,0,1.005
1997,5,13,0,0,0,1.086
1997,5,14,0,0,0,1.131
1997,5,15,0,0,0,0.679
1997,5,16,0,0,0,0.523
1997,5,17,0,0,0,0.505
1997,5,18,0,0,0,0.697
1997,5,19,0,0,0,0.568
1997,5,20,0,0,0,0.552
1997,5,21,0,0,0,0.528
1997,5,22,0,0,0,0.495
1997,5,23,0,0,0,0.432
1997,5,24,0,0,0,0.387
1997,5,25,0,0,0,0.36
1997,5,26,0,0,0,0.336
1997,5,27,0,0,0,0.318316
1997,5,28,0,0,0,0.309176
1997,5,29,0,0,0,0.288
1997,5,30,0,0,0,0.283765
1997,5,31,0,0,0,0.264
1997,6,1,0,0,0,0.257684
1997,6,2,0,0,0,0.247636
1997,6,3,0,0,0,0.24
1997,6,4,0,0,0,0.24
1997,6,5,0,0,0,0.24
1997,6,6,0,0,0,0.254609
1997,6,7,0,0,0,0.2664
1997,6,8,0,0,0,0.264
1997,6,9,0,0,0,0.274286
1997,6,10,0,0,0,0.255273
1997,6,11,0,0,0,0.262588
1997,6,12,0,0,0,0.724364
1997,6,13,0,0,0,0.838
1997,6,14,0,0,0,0.513
1997,6,15,0,0,0,0.415
1997,6,16,0,0,0,0.370667
1997,6,17,0,0,0,0.341647
1997,6,18,0,0,0,0.326667
1997,6,19,0,0,0,0.294667
1997,6,20,0,0,0,0.308727
1997,6,21,0,0,0,0.324
1997,6,22,0,0,0,0.389455
1997,6,23,0,0,0,0.734
1997,6,24,0,0,0,0.536
1997,6,25,0,0,0,0.42
1997,6,26,0,0,0,2.084
1997,6,27,0,0,0,4.143
1997,6,28,0,0,0,2.196
1997,6,29,0,0,0,4.67
1997,6,30,0,0,0,3.005
1997,7,1,0,0,0,2.144
1997,7,2,0,0,0,1.919
1997,7,3,0,0,0,1.629
1997,7,4,0,0,0,1.882
1997,7,5,0,0,0,1.286
1997,7,6,0,0,0,0.992
1997,7,7,0,0,0,0.763
1997,7,8,0,0,0,0.642
1997,7,9,0,0,0,0.571429
1997,7,10,0,0,0,1.156
1997,7,11,0,0,0,0.853
1997,7,12,0,0,0,0.585
1997,7,13,0,0,0,0.555
1997,7,14,0,0,0,0.681
1997,7,15,0,0,0,0.539
1997,7,16,0,0,0,0.475826
1997,7,17,0,0,0,0.449739
1997,7,18,0,0,0,0.426286
1997,7,19,0,0,0,0.408
1997,7,20,0,0,0,0.384
1997,7,21,0,0,0,0.36
1997,7,22,0,0,0,0.346286
1997,7,23,0,0,0,0.336
1997,7,24,0,0,0,0.3468
1997,7,25,0,0,0,0.401
1997,7,26,0,0,0,0.399
1997,7,27,0,0,0,0.412174
1997,7,28,0,0,0,0.547
1997,7,29,0,0,0,0.419478
1997,7,30,0,0,0,0.381714
1997,7,31,0,0,0,0.351652
1997,8,1,0,0,0,0.374182
1997,8,2,0,0,0,0.389217
1997,8,3,0,0,0,0.3672
1997,8,4,0,0,0,0.329739
1997,8,5,0,0,0,0.3096
1997,8,6,0,0,0,0.288
1997,8,7,0,0,0,0.2808
1997,8,8,0,0,0,0.264
1997,8,9,0,0,0,0.264
1997,8,10,0,0,0,0.246857
1997,8,11,0,0,0,0.24
1997,8,12,0,0,0,0.24
1997,8,13,0,0,0,0.24
1997,8,14,0,0,0,0.425739
1997,8,15,0,0,0,0.502
1997,8,16,0,0,0,0.327
1997,8,17,0,0,0,0.2784
1997,8,18,0,0,0,0.264
1997,8,19,0,0,0,0.252
1997,8,20,0,0,0,0.24
1997,8,21,0,0,0,0.242824
1997,8,22,0,0,0,0.262957
1997,8,23,0,0,0,0.24
1997,8,24,0,0,0,0.26
1997,8,25,0,0,0,0.291429
1997,8,26,0,0,0,0.300522
1997,8,27,0,0,0,0.264
1997,8,28,0,0,0,0.264
1997,8,29,0,0,0,0.306
1997,8,30,0,0,0,0.300522
1997,8,31,0,0,0,0.310857
1997,9,1,0,0,0,0.535
1997,9,2,0,0,0,0.685
1997,9,3,0,0,0,0.484
1997,9,4,0,0,0,0.671
1997,9,5,0,0,0,0.687
1997,9,6,0,0,0,0.484
1997,9,7,0,0,0,0.393
1997,9,8,0,0,0,0.416
1997,9,9,0,0,0,0.347
1997,9,10,0,0,0,0.294857
1997,9,11,0,0,0,0.2676
1997,9,12,0,0,0,0.264
1997,9,13,0,0,0,0.242526
1997,9,14,0,0,0,0.24
1997,9,15,0,0,0,0.24
1997,9,16,0,0,0,0.702
1997,9,17,0,0,0,1.967
1997,9,18,0,0,0,1.114
1997,9,19,0,0,0,0.482
1997,9,20,0,0,0,0.371
1997,9,21,0,0,0,0.340174
1997,9,22,0,0,0,0.298909
1997,9,23,0,0,0,0.2715
1997,9,24,0,0,0,0.2512
1997,9,25,0,0,0,0.24
1997,9,26,0,0,0,0.229714
1997,9,27,0,0,0,0.216
1997,9,28,0,0,0,0.216
1997,9,29,0,0,0,0.216
1997,9,30,0,0,0,0.216
1997,10,1,0,0,0,0.216
1997,10,2,0,0,0,0.208421
1997,10,3,0,0,0,0.196571
1997,10,4,0,0,0,0.192
1997,10,5,0,0,0,0.192
1997,10,6,0,0,0,0.192
1997,10,7,0,0,0,0.201143
1997,10,8,0,0,0,0.2904
1997,10,9,0,0,0,0.646
1997,10,10,0,0,0,0.83
1997,10,11,0,0,0,1.079
1997,10,12,0,0,0,0.573
1997,10,13,0,0,0,0.399
1997,10,14,0,0,0,0.325714
1997,10,15,0,0,0,0.324
1997,10,16,0,0,0,0.365714
1997,10,17,0,0,0,0.651
1997,10,18,0,0,0,0.563
1997,10,19,0,0,0,0.403
1997,10,20,0,0,0,0.336
1997,10,21,0,0,0,0.297
1997,10,22,0,0,0,0.284
1997,10,23,0,0,0,0.2628
1997,10,24,0,0,0,0.24
1997,10,25,0,0,0,0.24
1997,10,26,0,0,0,0.219
1997,10,27,0,0,0,0.216
1997,10,28,0,0,0,0.216
1997,10,29,0,0,0,0.206118
1997,10,30,0,0,0,0.196364
1997,10,31,0,0,0,0.193333
1997,11,1,0,0,0,0.202286
1997,11,2,0,0,0,0.216
1997,11,3,0,0,0,0.212
1997,11,4,0,0,0,0.216
1997,11,5,0,0,0,0.216
1997,11,6,0,0,0,0.232
1997,11,7,0,0,0,0.2532
1997,11,8,0,0,0,0.289043
1997,11,9,0,0,0,0.447
1997,11,10,0,0,0,0.554
1997,11,11,0,0,0,0.532174
1997,11,12,0,0,0,0.502
1997,11,13,0,0,0,0.412571
1997,11,14,0,0,0,0.352696
1997,11,15,0,0,0,0.329143
1997,11,16,0,0,0,0.361
1997,11,17,0,0,0,0.419478
1997,11,18,0,0,0,0.60313
1997,11,19,0,0,0,1.01113
1997,11,20,0,0,0,1.519
1997,11,21,0,0,0,3.469
1997,11,22,0,0,0,1.843
1997,11,23,0,0,0,0.871
1997,11,24,0,0,0,0.696
1997,11,25,0,0,0,0.849
1997,11,26,0,0,0,0.726
1997,11,27,0,0,0,0.768
1997,11,28,0,0,0,1.308
1997,11,29,0,0,0,2.143
1997,11,30,0,0,0,3.894
1997,12,1,0,0,0,2.282
1997,12,2,0,0,0,1.226
1997,12,3,0,0,0,0.903
1997,12,4,0,0,0,0.788
1997,12,5,0,0,0,0.729
1997,12,6,0,0,0,0.701
1997,12,7,0,0,0,1.215
1997,12,8,0,0,0,0.924
1997,12,9,0,0,0,2.073
1997,12,10,0,0,0,3.3
1997,12,11,0,0,0,5.302
1997,12,12,0,0,0,4.981
1997,12,13,0,0,0,2.493
1997,12,14,0,0,0,1.421
1997,12,15,0,0,0,1.11
1997,12,16,0,0,0,0.973
1997,12,17,0,0,0,0.879
1997,12,18,0,0,0,0.839
1997,12,19,0,0,0,2.59
1997,12,20,0,0,0,4.343
1997,12,21,0,0,0,3.624
1997,12,22,0,0,0,2.347
1997,12,23,0,0,0,1.605
1997,12,24,0,0,0,2.043
1997,12,25,0,0,0,5.175
1997,12,26,0,0,0,6.929
1997,12,27,0,0,0,5.043
1997,12,28,0,0,0,2.664
1997,12,29,0,0,0,2.32
1997,12,30,0,0,0,1.756
1997,12,31,0,0,0,2.395
1998,1,1,0,0,0,2.994
1998,1,2,0,0,0,4.708
1998,1,3,0,0,0,5.525
1998,1,4,0,0,0,6.833
1998,1,5,0,0,0,5.38
1998,1,6,0,0,0,3.705
1998,1,7,0,0,0,2.881
1998,1,8,0,0,0,3.992
1998,1,9,0,0,0,7.71
1998,1,10,0,0,0,8.233
1998,1,11,0,0,0,4.391
1998,1,12,0,0,0,2.725
1998,1,13,0,0,0,2.212
1998,1,14,0,0,0,3.218
1998,1,15,0,0,0,3.942
1998,1,16,0,0,0,3.799
1998,1,17,0,0,0,3.414
1998,1,18,0,0,0,2.966
1998,1,19,0,0,0,6.109
1998,1,20,0,0,0,4.908
1998,1,21,0,0,0,3.199
1998,1,22,0,0,0,2.857
1998,1,23,0,0,0,3.233
1998,1,24,0,0,0,2.622
1998,1,25,0,0,0,2.331
1998,1,26,0,0,0,1.853
1998,1,27,0,0,0,1.563
1998,1,28,0,0,0,1.389
1998,1,29,0,0,0,1.250087
1998,1,30,0,0,0,1.176
1998,1,31,0,0,0,1.099
1998,2,1,0,0,0,1.068
1998,2,2,0,0,0,1.023652
1998,2,3,0,0,0,0.956727
1998,2,4,0,0,0,0.901
1998,2,5,0,0,0,0.871
1998,2,6,0,0,0,0.867
1998,2,7,0,0,0,0.944
1998,2,8,0,0,0,1.193
1998,2,9,0,0,0,1.066
1998,2,10,0,0,0,1.219
1998,2,11,0,0,0,1.651
1998,2,12,0,0,0,3.49
1998,2,13,0,0,0,1.881
1998,2,14,0,0,0,1.223
1998,2,15,0,0,0,1.003
1998,2,16,0,0,0,0.879
1998,2,17,0,0,0,0.89
1998,2,18,0,0,0,0.858
1998,2,19,0,0,0,0.760364
1998,2,20,0,0,0,0.707478
1998,2,21,0,0,0,0.691
1998,2,22,0,0,0,0.685091
1998,2,23,0,0,0,0.727304
1998,2,24,0,0,0,0.661
1998,2,25,0,0,0,0.6
1998,2,26,0,0,0,0.575
1998,2,27,0,0,0,0.558
1998,2,28,0,0,0,0.656
1998,3,1,0,0,0,0.780522
1998,3,2,0,0,0,0.859
1998,3,3,0,0,0,3.682
1998,3,4,0,0,0,5.242
1998,3,5,0,0,0,4.691
1998,3,6,0,0,0,3.062
